"K","phi","m","seed","H","r","it","sampstrat","nsamp","mismatch_mean","mismatch_max","mod1_p","mod2_p","mod1_coeff","mod2_coeff","mod1_sig","mod2_sig","mod_sig"
1,0.5,0.25,3,0.05,0.6,3,"trans",36,0.183903801305946,0.534858529420818,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,3,0.05,0.6,3,"envgeo",36,0.236545684648146,0.563272091111229,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,3,0.05,0.6,3,"rand",81,0.204244907569236,0.629322650556837,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,3,0.05,0.6,3,"grid",81,0.201479425824435,0.563272091111229,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,3,0.05,0.6,3,"trans",81,0.200438621481918,0.511123166866961,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,3,0.05,0.6,3,"envgeo",81,0.213882419276735,0.640471431532722,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,3,0.05,0.6,3,"rand",144,0.203582869688441,0.629322650556837,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,3,0.05,0.6,3,"grid",144,0.219296610585285,0.701194327711144,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,3,0.05,0.6,3,"trans",144,0.206271004430683,0.527858144671034,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,3,0.05,0.6,3,"envgeo",144,0.220122316339642,0.73683436596381,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,3,0.05,0.6,3,"rand",225,0.196711806492423,0.629322650556837,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,3,0.05,0.6,3,"grid",225,0.21181974961101,0.594988180863082,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,3,0.05,0.6,3,"trans",225,0.194584870441691,0.527858144671034,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,3,0.05,0.6,3,"envgeo",225,0.229254055223413,0.73683436596381,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,3,"full",6356,0.198727237943066,0.84903234057037,4.25210180220066e-293,1.33541180305204e-184,0.435130957381932,0.356550316498457,TRUE,TRUE,1
2,0.5,0.25,3,0.05,0.6,3,"rand",36,0.190999042896435,0.615678491971837,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,3,"grid",36,0.202857891967921,0.47126601260125,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,3,"trans",36,0.187448446550885,0.494437036170472,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,3,"envgeo",36,0.26677084438219,0.777858144671034,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,3,"rand",81,0.200862254368559,0.615678491971837,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,3,"grid",81,0.222041100082804,0.580768378807813,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,3,"trans",81,0.19466782715049,0.777858144671034,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,3,"envgeo",81,0.217374027009856,0.627517726944972,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,3,"rand",144,0.188372639283006,0.615678491971837,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,3,"grid",144,0.195253482008784,0.522192076649111,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,3,"trans",144,0.196518267984347,0.546511946210594,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,3,"envgeo",144,0.210964643528422,0.777858144671034,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,3,"rand",225,0.187795959825456,0.627517726944972,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,3,"grid",225,0.208365477566823,0.568839794431968,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,3,"trans",225,0.206288498377472,0.644303447883492,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,3,"envgeo",225,0.193667707568167,0.651272977563999,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,3,"full",3008,0.174003361532722,0.701809265962959,1.1521323313762e-212,3.1670208513393e-160,0.47551607422431,0.432477979683205,TRUE,TRUE,1
1,1,0.25,3,0.05,0.6,3,"rand",36,0.18113914828652,0.475606817547165,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,3,"grid",36,0.154531048375289,0.44199296010583,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,3,"trans",36,0.18222130460394,0.44199296010583,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,3,"envgeo",36,0.188915675418219,0.455473217613817,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,3,"rand",81,0.172747956015864,0.57890433210924,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,3,"grid",81,0.203514837455871,0.590352391507768,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,3,"trans",81,0.160046914308848,0.654270752402624,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,3,"envgeo",81,0.199564166014754,0.576693450957361,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,3,"rand",144,0.163071894211311,0.57890433210924,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,3,"grid",144,0.178069337725903,0.505876699550329,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,3,"trans",144,0.161913641137707,0.516870892113129,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,3,"envgeo",144,0.185617911855137,0.447119255685685,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,3,"rand",225,0.175184551399124,0.57890433210924,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,3,"grid",225,0.177400302657361,0.597790325078383,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,3,"trans",225,0.158226496181757,0.516870892113129,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,3,"envgeo",225,0.194437404629165,0.57890433210924,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,3,"full",5488,0.171730323171211,0.713723580771565,0,3.52746607717328e-225,0.488958889964026,0.35904288110872,TRUE,TRUE,1
2,1,0.25,3,0.05,0.6,3,"rand",36,0.201289748624681,0.441274078986349,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,3,"grid",36,0.188878226775539,0.543117678756581,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,3,"trans",36,0.150461696236545,0.319143274491158,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,3,"envgeo",36,0.174526829200789,0.377455550724701,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,3,"rand",81,0.183075002825559,0.441274078986349,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,3,"grid",81,0.181549555813241,0.476983972502483,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,3,"trans",81,0.173004089822609,0.542346064555797,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,3,"envgeo",81,0.187162632057204,0.479247882821671,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,3,"rand",144,0.175411057031047,0.506540307695243,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,3,"grid",144,0.177389546070673,0.461026269731444,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,3,"trans",144,0.179999465672929,0.713723580771565,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,3,"envgeo",144,0.180645553452322,0.54168750264673,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,3,"rand",225,0.170188816180866,0.506540307695243,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,3,"grid",225,0.179492749200213,0.54168750264673,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,3,"trans",225,0.188838852036515,0.60853929724589,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,3,"envgeo",225,0.181854728544747,0.508036117984722,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,3,"full",3762,0.187673356931205,0.786468535414507,7.659791507282e-85,0.877668004795734,0.230754212978169,-6.36519734045831e-16,TRUE,FALSE,0.5
1,0.5,1,3,0.05,0.6,3,"rand",36,0.163547081938498,0.356603141642965,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,3,"grid",36,0.196853285470103,0.53379437108513,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,3,"trans",36,0.179766911332029,0.391973555438983,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,3,"envgeo",36,0.249665251500814,0.589476132570689,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,3,"rand",81,0.179470796013958,0.671485449510541,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,3,"grid",81,0.188888237817968,0.520482566385046,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,3,"trans",81,0.193472138101706,0.662059545431415,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,3,"envgeo",81,0.22742476570827,0.786468535414507,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,3,"rand",144,0.179343626421295,0.743940463838756,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,3,"grid",144,0.175519642593671,0.587654469449779,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,3,"trans",144,0.177671858478192,0.662059545431415,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,3,"envgeo",144,0.209512694115758,0.580145672313649,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,3,"rand",225,0.18224331860307,0.743940463838756,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,3,"grid",225,0.192833206033104,0.786468535414507,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,3,"trans",225,0.172215607828584,0.662059545431415,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,3,"envgeo",225,0.195986007053788,0.743940463838756,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,3,"full",6599,0.19758018125133,0.797756948152419,1.24397250518074e-110,7.60501063402458e-88,0.169332499008605,0.217476606013404,TRUE,TRUE,1
2,0.5,1,3,0.05,0.6,3,"rand",36,0.198790287087021,0.511909512534227,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,3,"grid",36,0.178380056561691,0.415532744068698,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,3,"trans",36,0.18444069371505,0.519662845685255,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,3,"envgeo",36,0.248500485362731,0.650750107848893,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,3,"rand",81,0.202869921929154,0.609763875274868,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,3,"grid",81,0.183303058905031,0.520441378406779,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,3,"trans",81,0.198556113109478,0.682129696842099,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,3,"envgeo",81,0.234607111288338,0.675699207370446,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,3,"rand",144,0.209373292380456,0.609763875274868,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,3,"grid",144,0.203992033806118,0.597020229384956,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,3,"trans",144,0.204682517194399,0.682129696842099,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,3,"envgeo",144,0.224479286671313,0.588928850630341,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,3,"rand",225,0.205240211189724,0.609763875274868,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,3,"grid",225,0.187109458176523,0.544391478161056,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,3,"trans",225,0.203263085108743,0.715083708318405,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,3,"envgeo",225,0.213335786612821,0.631979244200353,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,3,"full",3190,0.184772473775022,0.675699207370446,3.92749175075462e-101,5.57142557917865e-55,0.267274439955431,0.237368271764878,TRUE,TRUE,1
1,1,1,3,0.05,0.6,3,"rand",36,0.188057495396742,0.568745713318285,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,3,"grid",36,0.191481646982801,0.480136927788653,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,3,"trans",36,0.187151380314879,0.588485914580944,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,3,"envgeo",36,0.215263102007818,0.675699207370446,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,3,"rand",81,0.175911799054624,0.568745713318285,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,3,"grid",81,0.177341281872946,0.396458819874206,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,3,"trans",81,0.187518199470635,0.514713185187797,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,3,"envgeo",81,0.206949398692604,0.567483979675117,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,3,"rand",144,0.185995795998524,0.568745713318285,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,3,"grid",144,0.171177302202488,0.618531883603659,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,3,"trans",144,0.178905292625798,0.527858144671034,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,3,"envgeo",144,0.200303472987449,0.577669929444243,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,3,"rand",225,0.191392828156035,0.568745713318285,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,3,"grid",225,0.187603180089079,0.533264380937424,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,3,"trans",225,0.175952871935115,0.671511946210594,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,3,"envgeo",225,0.193202202560114,0.675699207370446,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,3,"full",5687,0.177989661647942,0.735752277217128,6.61840113129742e-180,2.8152704799536e-95,0.282243990240058,0.203134900820633,TRUE,TRUE,1
2,1,1,3,0.05,0.6,3,"rand",36,0.176974608402485,0.524038593318218,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,3,"grid",36,0.194240440389446,0.490807874140216,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,3,"trans",36,0.193822419270321,0.514969021170432,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,3,"envgeo",36,0.224013168224786,0.735752277217128,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,3,"rand",81,0.173152457601551,0.524038593318218,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,3,"grid",81,0.170588579921148,0.510726851232796,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,3,"trans",81,0.199849166585088,0.659087984293016,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,3,"envgeo",81,0.17707119062985,0.551539236854482,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,3,"rand",144,0.170491910129689,0.532929237841151,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,3,"grid",144,0.179708436041285,0.659087984293016,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,3,"trans",144,0.178893408674637,0.659087984293016,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,3,"envgeo",144,0.182764746105026,0.610752277217128,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,3,"rand",225,0.167475423784179,0.532929237841151,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,3,"grid",225,0.181426365544005,0.695477986847295,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,3,"trans",225,0.179114393422192,0.624349242256034,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,3,"envgeo",225,0.202458313279434,0.695477986847295,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,3,"full",3508,0.147144567525038,0.527851204201683,0,0,0.857580030219693,0.859759245235068,TRUE,TRUE,1
1,0.5,0.25,1,0.5,0.6,3,"rand",36,0.151812169896522,0.288719843777978,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,3,"grid",36,0.144354636837105,0.379955135385584,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,3,"trans",36,0.154570139776032,0.394352171554429,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,3,"envgeo",36,0.152323834230408,0.362822700435087,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,3,"rand",81,0.144484460229855,0.351665055773948,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,3,"grid",81,0.15548739141682,0.473336769003097,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,3,"trans",81,0.132967625463221,0.372458678252824,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,3,"envgeo",81,0.141630904473581,0.409380230573727,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,3,"rand",144,0.145694060073696,0.412527039099308,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,3,"grid",144,0.137479151919253,0.405344166237938,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,3,"trans",144,0.1387217376632,0.490485693554175,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,3,"envgeo",144,0.155271342386633,0.463317299329254,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,3,"rand",225,0.150381972127076,0.464411357905844,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,3,"grid",225,0.14584199173751,0.473336769003097,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,3,"trans",225,0.136424479093886,0.428064010080985,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,3,"envgeo",225,0.142286588789065,0.427969478308293,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,3,"full",6556,0.132773647588025,0.530319638441826,0,0,0.908257479937291,0.928797488290996,TRUE,TRUE,1
2,0.5,0.25,1,0.5,0.6,3,"rand",36,0.146422658732297,0.356409439626078,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,3,"grid",36,0.123951234121049,0.298366156597452,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,3,"trans",36,0.140162139659566,0.336010973130212,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,3,"envgeo",36,0.131145325900035,0.23979473417332,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,3,"rand",81,0.127667724914352,0.356409439626078,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,3,"grid",81,0.13928519244705,0.410425282026157,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,3,"trans",81,0.118726429390916,0.372336485244434,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,3,"envgeo",81,0.137301385875645,0.421085251375247,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,3,"rand",144,0.128928209811131,0.356409439626078,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,3,"grid",144,0.134331231857041,0.451863821080999,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,3,"trans",144,0.136043563953236,0.375278836493787,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,3,"envgeo",144,0.142746245164205,0.416393214678756,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,3,"rand",225,0.128914265923044,0.380470961766653,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,3,"grid",225,0.13428653822135,0.430796518998311,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,3,"trans",225,0.131945780230003,0.490891779828733,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,3,"envgeo",225,0.145895483621267,0.475544785498669,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,3,"full",3205,0.11983355055983,0.447825294769243,0,0,0.91101018855697,0.953705336264158,TRUE,TRUE,1
1,1,0.25,1,0.5,0.6,3,"rand",36,0.130760154963841,0.309148584725947,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,3,"grid",36,0.127760896996226,0.269563850632443,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,3,"trans",36,0.129876363290882,0.432953667262858,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,3,"envgeo",36,0.130699875588575,0.401235681074256,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,3,"rand",81,0.120247055083927,0.309148584725947,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,3,"grid",81,0.140015602094762,0.383573898387528,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,3,"trans",81,0.110005218557138,0.401235681074256,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,3,"envgeo",81,0.121793782056982,0.326020393282548,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,3,"rand",144,0.121508193452069,0.309148584725947,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,3,"grid",144,0.113081211469314,0.303204114336734,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,3,"trans",144,0.125055398052142,0.401235681074256,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,3,"envgeo",144,0.122416738674878,0.32446624539871,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,3,"rand",225,0.121558251499393,0.438607944354751,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,3,"grid",225,0.119488869387087,0.352989929591374,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,3,"trans",225,0.120074479941887,0.401235681074256,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,3,"envgeo",225,0.123810358291991,0.438607944354751,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,3,"full",5995,0.123326210466009,0.553106585750492,0,0,0.938156393120298,0.936287482734398,TRUE,TRUE,1
2,1,0.25,1,0.5,0.6,3,"rand",36,0.126854700946509,0.319236912700873,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,3,"grid",36,0.143371426949679,0.349602911040716,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,3,"trans",36,0.116655888909425,0.309263868444459,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,3,"envgeo",36,0.131782690315662,0.325841649408949,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,3,"rand",81,0.118724195119332,0.319236912700873,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,3,"grid",81,0.141376761886855,0.512746118126075,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,3,"trans",81,0.137404843675921,0.418735978686196,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,3,"envgeo",81,0.12759357174169,0.383838433769771,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,3,"rand",144,0.123649169494945,0.485144868811582,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,3,"grid",144,0.123808845894703,0.383838433769771,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,3,"trans",144,0.113403025348894,0.485144868811582,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,3,"envgeo",144,0.127899641201827,0.360431805116125,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,3,"rand",225,0.125449138898515,0.485144868811582,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,3,"grid",225,0.12197721097559,0.518590523326506,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,3,"trans",225,0.127309777995582,0.501093497969914,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,3,"envgeo",225,0.125584020061076,0.375,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.5,0.6,3,"full",3691,0.173691582163748,0.728860220618305,0,0,0.811961987868119,0.760744722546943,TRUE,TRUE,1
1,0.5,1,1,0.5,0.6,3,"rand",36,0.170919328613061,0.370984820033594,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.5,0.6,3,"grid",36,0.189292065212279,0.44429657316775,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.5,0.6,3,"trans",36,0.167864082794662,0.525753676727823,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.5,0.6,3,"envgeo",36,0.215213312711342,0.506980626233745,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.5,0.6,3,"rand",81,0.16951621242857,0.525753676727823,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.5,0.6,3,"grid",81,0.177929056616644,0.728860220618305,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.5,0.6,3,"trans",81,0.178685779005173,0.525753676727823,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.5,0.6,3,"envgeo",81,0.179027913522039,0.728860220618305,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.5,0.6,3,"rand",144,0.173382169686522,0.525753676727823,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.5,0.6,3,"grid",144,0.172424932581646,0.522975828368097,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.5,0.6,3,"trans",144,0.179191239587228,0.525753676727823,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.5,0.6,3,"envgeo",144,0.185577646084225,0.532347902683338,NA,NA,NA,NA,NA,NA,NA
